,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,3.180509853363037,0.20797074350088843,0.11199979782104492,0.0026066876118770277,relu,1.0,"(50, 5)",0.05,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (50, 5), 'NN__learning_rate_init': 0.05}",0.911660012134362,0.9166348382658721,0.9128020914206948,0.9128777724800134,0.9147507743512282,0.9137450211895216,0.0017522588246250941,1,0.9150350099853681,0.9152979316143152,0.9151646455074927,0.9152549308667259,0.9100469299749839,0.9141598895897772,0.002058449027871219
